      58.300      189.700    -2785.335
      58.300      193.150    -3178.820
      58.300      196.600    -2688.510
      58.300      200.050    -1635.795
      58.300      203.500    -2080.728
      58.300      206.950    -3014.292
      58.300      210.400    -3780.884
      58.300      213.850    -4065.866
      58.300      217.300    -3219.077
      58.300      220.750     -458.818
      58.300      224.200       35.467
      58.300      227.650    -6409.927
      58.300      231.100    -6331.667
      58.300      234.550    -6899.079
      58.300      238.000    -8155.859
      58.300      241.450    -7047.746
      58.300      244.900    -2520.838
      58.300      248.350    27769.480
      58.300      251.800    11050.009
      58.300      255.250    -4303.156
      58.300      258.700    24287.938
      58.300      262.150    11434.754
      58.300      265.600     -644.924
      58.300      269.050    -4183.625
      58.300      272.500    -1946.290
      58.300      275.950    -2878.882
      58.300      279.400    -7444.775
      58.300      282.850    -9075.774
      58.300      286.300    -7065.709
      58.300      289.750    -7813.908
      58.300      293.200    -1540.221
      58.300      296.650    -2046.370
      58.300      300.100    -3636.734
      58.300      303.550    -5276.494
      58.300      307.000    -5832.810
      58.300      310.450    -1760.063
      58.300      313.900     4950.908
      58.300      317.350     4217.791
      58.300      320.800     1065.812
      58.300      324.250     -303.351
      59.750      189.700    -2333.924
      59.750      193.150    -3003.782
      59.750      196.600    -3468.322
      59.750      200.050    -3758.561
      59.750      203.500    -3715.015
      59.750      206.950    -3699.070
      59.750      210.400    -4739.779
      59.750      213.850    -5835.256
      59.750      217.300    -6164.277
      59.750      220.750    -5187.002
      59.750      224.200    -4267.357
      59.750      227.650    -5463.510
      59.750      231.100    -7543.301
      59.750      234.550   -12728.072
      59.750      238.000   -16159.997
      59.750      241.450   -10883.284
      59.750      244.900   -19595.236
      59.750      248.350   -48355.715
      59.750      251.800   -19552.090
      59.750      255.250      999.575
      59.750      258.700    16421.987
      59.750      262.150    12738.448
      59.750      265.600    10707.657
      59.750      269.050    -1607.498
      59.750      272.500    -1416.847
      59.750      275.950    -2070.463
      59.750      279.400    -4626.439
      59.750      282.850    -6213.337
      59.750      286.300    -6772.341
      59.750      289.750    -8526.295
      59.750      293.200    -6531.441
      59.750      296.650    -4409.579
      59.750      300.100    -4963.478
      59.750      303.550    -7362.512
      59.750      307.000   -10986.867
      59.750      310.450    -6613.963
      59.750      313.900    10392.035
      59.750      317.350     3845.092
      59.750      320.800    -1042.825
      59.750      324.250    -1658.626
      61.200      189.700    -1864.186
      61.200      193.150    -2939.918
      61.200      196.600    -4358.477
      61.200      200.050    -6033.172
      61.200      203.500    -5565.367
      61.200      206.950    -3461.777
      61.200      210.400    -5707.546
      61.200      213.850    -7831.839
      61.200      217.300    -9699.136
      61.200      220.750   -10616.342
      61.200      224.200    -7237.975
      61.200      227.650    -4197.295
      61.200      231.100    -5200.231
      61.200      234.550   -13299.086
      61.200      238.000   -21612.183
      61.200      241.450     -671.666
      61.200      244.900   -12131.038
